base	reading
聖明王	せいめいおう
聖衆来迎	しょうじゅらいごう
聖観音	しょうかんのん
聰察	そうさつ
聰悟	そうご
聰慧	そうけい
聰敏	そうびん
聰明	そうめい
聴受	ちょうじゅ
聶栄臻	じょうえいしん
肉眼	にくげん
股長	ももなが
肥前国	ひぜんのくに
肥塚	こいづか
胃潰瘍	いかいよう
背中	せな
背戸口	せどぐち
胡乱	こらん
胡寅	こいん
胡春華	こしゅんか
胡林翼	こりんよく
胡錦濤	こきんとう
胴間声	どうまごえ
能古島	のこのしま
能因歌枕	のういんうたまくら
能因法師	のういんほうし
能成	よししげ
能書	のうしょ
脊椎骨	せきついこつ
脚結	あゆい
脳味噌	のうみそ
脳梗塞	のうこうそく
腎不全	じんふぜん
腫物	はれもの
腰屛風	こしびょうぶ
腰巾着	こしぎんちゃく
膝下	ひざした
臙脂色	えんじいろ
臨場感	りんじょうかん
臨済宗	りんざいしゅう
自己嫌悪	じこけんお
自然	ジネン
自然居士	じねんこじ
自然木	しぜんぼく
自然木	じねんぼく
自然災害	しぜんさいがい
自然界	しぜんかい
自然真営道	しぜんしんえいどう
自然石	じねんせき
自然麻呂	じぜまろ
自由	じいう
自由太刀余波鋭鋒	じゆうのたちなごりのきれあじ
自由自在	じゆうじざい
自転軸	じてんじく
舂米	しょうまい
興味津々	きょうみしんしん
興福寺	こうふくじ
興行主	こうぎょうぬし
興行師	こうぎょうし
興譲館	こうじょうかん
舎利殿	しゃりでん
舎衛城	しゃえじょう
舎那	しゃな
舎那	しやな
舞踏会	ぶとうかい
舟軍	ふないくさ
航海者	こうかいしゃ
航空宇宙局	こうくううちゅうきょく
般若	はんにや
般若波羅蜜	はんにゃはらみつ
般若波羅蜜多	はんにゃはらみた
般若波羅蜜多	はんにゃはらみつた
般若波羅蜜多心經	はんにゃはらみつたしんぎょう
船場	せんば
船弁慶	ふなべんけい
船軍	ふないくさ
艪櫂	ろかい
艫舳	ともへ
良之進	りょうのしん
良子	よしこ
色目人	しきもくじん
色紙形	しきしがた
色身	しきしん
芝居	しばや
芝新網	しばしんあみ
芝眉	しび
芥子園画伝	かいしえんがでん
芥子粒	けしつぶ
芥川龍之介	あくたがわりゅうのすけ
芦戸三奈	あしどみな
花咲	はなさ
花垣武道	はながきたけみち
花嫁衣装	はなよめいしょう
花嫁衣裳	はなよめいしょう
花宴	はなのえん
花山	かざん
花山院	かざんいん
花房	はなぶさ
花旗	かき
花瓶	かへい
花色木綿	はないろもめん
花茣蓙	はなござ
芳春院	ほうしゅんいん
芸妓	げいこ
芸娼妓	げいしょうぎ
芸術家	げいじゅつか
苔寺	こけでら
苔筵	こけむしろ
苗族	ミャオぞく
若党	わかたう
若宮詩暢	わかみやしのぶ
若草伽藍	わかくさがらん
苦行者	くぎょうしゃ
苧麻	からむし
英弘	えいこう
英語名	えいごめい
茅野蕭々	ちのしょうしょう
茉莉	まり
茜色	あかねいろ
茫然自失	ぼうぜんじしつ
茶事	さじ
茶屋四郎次郎	ちゃやしろうじろう
草原	くさはら
草双紙	くさぞうし
草合	くさあわせ
草場一平	くさばいっぺい
草木	さうもく
草間時彦	くさまときひこ
草隷	そうれい
荒唐無稽	こうとうむけい
荒川義広	あらかわよしひろ
荒栲	あらたえ
荒神谷	こうじんだに
荒聖	あらひじり
荒野	あらの
荘厳	しょうごん
荘姜	そうきょう
荷田春満	かだのあずままろ
荻原守衛	おぎわらもりえ
荻生徂徠	おぎゅうそらい
荼毗	だび
莉莉	リリ
菅原伝授手習鑑	すがわらでんじゅてならいかがみ
菅原孝標	すがわらのたかすえ
菅原孝標女	すがわらのたかすえのむすめ
菅原道真	すがわらのみちざね
菅家後集	かんけこうしゅう
菅家文草	かんけぶんそう
菅江真澄	すがえますみ
菅田真奈美	すだまなみ
菅直人	かんなおと
菅義偉	すがよしひで
菊池秀明	きくちひであき
菖蒲	しやうぶ
菟原処女	うなひをとめ
菩提心	ぼだいしん
菩提流支	ぼだいるし
菩提達磨	ぼだいだるま
華厳宗	けごんしゅう
華奢	きやしや
華陽国志	かようこくし
華香	けこう
菱川師宣	ひしかわもろのぶ
萩原朔太郎	はぎわらさくたろう
萩原笙子	はぎわらしょうこ
落文	おとしぶみ
落足	おちあし
葛布	くずぬの
葛木宗一郎	くずきそういちろう
葛飾北斎	かつしかほくさい
葡萄唐草	ぶどうからくさ
葦原	あしはら
葦原	あしわら
葦原中国	あしはらのなかつくに
葦津珍彦	あしづうずひこ
葦穂山	あしほやま
葦船	あしぶね
蒙古襲来	もうこしゅうらい
蒙得恩	もうとくおん
蒙求	もうぎゅう
蒲原有明	かんばらありあけ
蒲生君平	がもうくんぺい
蒲生芳郎	がもうよしろう
蒸籠	せいろう
蒼空	あおぞら
蓑笠	みのかさ
蓑衣	さい
蓬萊山	ほうらいさん
蓮葉	はちすば
蔣介石	しょうかいせき
蔭位	おんい
蔵人	くらんど
蔵人所	くろうどどころ
蕃書調所	ばんしょしらべしょ
蕭朝貴	しょうちょうき
薄紅	うすくれない
薄青	うすあを
薔薇	しょうび
薛福成	せつふくせい
薦枕	こもまくら
薩埵	さつた
薩摩国	さつまのくに
薩摩守	さつまのかみ
薬師	くすし
薬師	くすりし
藍染惣右介	あいぜんそうすけ
藍色	あいいろ
藐視	びょうし
藤井裕久	ふじいひろひさ
藤原	ふじわらの
藤原	ふぢはら
藤原不比等	ふじわらのふひと
藤原俊成	ふじわらのしゅんぜい
藤原保昌	ふじわらのやすまさ
藤原信頼	ふじわらののぶより
藤原公任	ふじわらのきんとう
藤原公成	ふじわらのきんなり
藤原兼家	ふじわらのかねいえ
藤原兼輔	ふじわらのかねすけ
藤原冬嗣	ふじわらのふゆつぐ
藤原基房	ふじわらのもとふさ
藤原基経	ふじわらのもとつね
藤原宗忠	ふじわらのむねただ
藤原定家	ふじわらのていか
藤原定方	ふじわらのさだかた
藤原実定	ふじわらのさねさだ
藤原実頼	ふじわらのさねより
藤原家隆	ふじわらのいえたか
藤原師実	ふじわらのもろざね
藤原師輔	ふじわらのもろすけ
藤原広嗣	ふじわらのひろつぐ
藤原彰	ふじわらあきら
藤原忠平	ふじわらのただひら
藤原忠通	ふじわらのただみち
藤原教通	ふじわらののりみち
藤原時平	ふじわらのときひら
藤原永手	ふじわらのながて
藤原清河	ふじわらのきよかわ
藤原清輔	ふじわらのきよすけ
藤原秀衡	ふじわらのひでひら
藤原純友	ふじわらのすみとも
藤原継蔭	ふじわらのつぐかげ
藤原良房	ふじわらのよしふさ
藤原良経	ふじわらのよしつね
藤原資房	ふじわらのすけふさ
藤原道綱母	ふじわらのみちつなのはは
藤原道長	ふじわらのみちなが
藤原部等母麻呂	ふじわらべのともまろ
藤原鎌足	ふじわらのかまたり
藤原頼通	ふじわらのよりみち
藤原高子	ふじわらのたかいこ
藤堂高虎	とうどうたかとら
藤子不二雄Ａ	ふじこふじおエー
藤本義一	ふじもとぎいち
藤村	とうそん
藤村大河	ふじむらたいが
藤田五郎	ふじたごろう
藤裏葉	ふじのうらば
藩翰譜	はんかんふ
藻塩	もしほ
蘆屋貞綱	あしやさだつな
蘇我小姉君	そがのおあねのきみ
蘇我蝦夷	そがのえみし
蘇我赤兄	そがのあかえ
蘇我馬子	そがのうまこ
蘇東坡	そとうば
蘭学事始	らんがくことはじめ
蘭学階梯	らんがくかいてい
蘭渓道隆	らんけいどうりゅう
虎太郎	とらたろう
虎杖悠仁	いたどりゆうじ
虎視眈々	こしたんたん
虎関師錬	こかんしれん
虚妄	こもう
蚊帳	かちょう
蛋白質	たんぱくしつ
蛭子	ひるこ
蜂須賀家政	はちすかいえまさ
蜆縮凉鼓集	けんしゅくりょうこしゅう
蜻蛉日記	かげろうにっき
蝙蝠	かうもり
蝶々夫人	ちょうちょうふじん
融通無礙	ゆうずうむげ
蟬丸	せみまる
蟹瀬誠一	かにせせいいち
蠣殻	かきがら
血杯	ちさかずき
衆星	しゅうせい
衆生	しゆじやう
行幸	みゆき
行成	ゆきなり
行方	なめがた
行方不明	ゆくえふめい
行末	ゆくすゑ
行深	ぎょうじん
行綱	ゆきつな
行脚	あんぎや
行行	こうこう
行衛	ゆくえ
衛星国	えいせいこく
衛門	ゑもん
衛門督	ゑもんのかみ
衣川	ころもがわ
衣鉢	えはつ
表面	へうめん
袁世凱	えんせいがい
袁崇煥	えんすうかん
袋草紙	ふくろぞうし
被物	かぶりもの
装束	しやうぞく
裔孫	えいそん
裕計	ゆうけい
裙子	くんず
補身湯	ポシンタン
裴松之	はいしょうし
襁褓	むつき
襦袢	じばん
西京	にしぎょう
西京区	にしきょうく
西原理恵子	さいばらりえこ
西周	にしあまね
西国	さいこく
西国立志編	さいごくりっしへん
西園寺公宗	さいおんじきんむね
西園寺公望	さいおんじきんもち
西域	さいいき
西広	さいひろ
西方浄土	さいはうじやうど
西本願寺	にしほんがんじ
西東京	にしとうきよう
西牟婁郡	にしむろぐん
西田佐知子	にしださちこ
西田正規	にしだまさき
西磐井郡	にしいわいぐん
西行法師	さいぎょうほうし
西部邁	にしべすすむ
西郷義勝	さいごうよしかつ
西郷隆盛	さいごうたかもり
西野貴未	にしのきみ
覆載	ふくさい
見参	げんざん
見張	みは
見物	みもの
見聞	けんもん
親王	しんわう
観世音寺	かんぜおんじ
観音寺	かんのんじ
觀自在	かんじざい
角鹿	つぬが
解説	げせつ
言峰綺礼	ことみねきれい
言挙	ことあげ
討手	うつて
訓蒙図彙	きんもうずい
記紀歌謡	ききかよう
訶梨帝母	かりていも
註解	ちゅうげ
評定	ひやうぢやう
詞花集	しかしゅう
詞華集	しかしゅう
詠歌大概	えいがのたいがい
詠物	えいぶつ
試行錯誤	しこうさくご
説文解字	せつもんかいじ
読史余論	とくしよろん
読書人	どくしょじん
読本	よみほん
読誦	どくじゅ
読谷村	よみたんそん
課役	かやく
誹諧歌	はいかいか
誾誾	ぎんぎん
調練	てうれん
論功行賞	ろんこうこうしょう
論衡	ろんこう
論語徴	ろんごちょう
論語義疏	ろんごぎそ
論語集解	ろんごしっかい
諳厄利亜	あんげりあ
諸人	もろびと
諸伏高明	もろふしたかあき
諸大夫	しよだいぶ
諸葛亮孔明	しょかつりょうこうめい
諸葛孔明	しょかつこうめい
諸行無常	しよぎやうむじやう
謄写版	とうしゃばん
講孟余話	こうもうよわ
謝肉祭	しゃにくさい
謡本	うたいぼん
識語	しご
譚紹光	たんしょうこう
護持僧	ごじそう
讃岐国	さぬきのくに
谷中村	やなかむら
谷垣禎一	たにがきさだかず
谷底	たにぞこ
谷時中	たにじちゅう
谷知子	たにともこ
豆腐屋	とうふや
豊富	とよとみ
豊平	トヨヒラ
豊後国	ぶんごのくに
豊御酒	とよみき
豊旗雲	とよはたぐも
豊穣神	ほうじょうしん
豊臣秀吉	とよとみひでよし
豊臣秀頼	とよとみひでより
豊葦原	とよあしはら
象形文字	しょうけいもじ
豪気	ごうき
豪華絢爛	ごうかけんらん
貝原益軒	かいばらえきけん
貞享暦	じょうきょうれき
貞山堀	ていざんぼり
貞観政要	じょうがんせいよう
財部彪	たからべたけし
貧民窟	ひんみんくつ
貧窮	びんぐう
貪欲	とんよく
貪著	とんじゃく
貯蔵穴	ちょぞうけつ
貴婦人	きふじん
貴宮	あてみや
貴穀賤金	きこくせんきん
賀古鶴所	かこつるど
賀川豊彦	かがわとよひこ
賀茂	かも
賀茂真淵	かものまぶち
賀陽院	かやのいん
賈人	こじん
賊情	ぞくじょう
賢所	かしこどころ
賢王	けんおう
贄人	にえびと
贈答歌	ぞうとうか
贋金	がんきん
贓物	ぞうもつ
贔屓目	ひいきめ
赤井秀一	あかいしゅういち
赤山	あかやま
赤末有人	あかまつあるんど
赤松則良	あかまつのりよし
赤松麻紀	あかまつまき
赤漆	あかうるし
赤煉瓦	あかれんが
赤蝦夷風説考	あかえぞふうせつこう
赤鱏	あかえひ
赤黒血染	あかぐろちぞめ
赦免	しやめん
走水	はしりみず
起請文	きしやうもん
超新星爆発	ちょうしんせいばくはつ
越中国	えっちゅうのくに
趙匡胤	ちょうきょういん
趙高	てうかう
趣向	しゆかう
足利尊氏	あしかがたかうじ
足利義昭	あしかがよしあき
足尾銅山	あしおどうざん
足掛	あしかけ
足立山	あだちやま
足跡	そくせき
跫音	あしおと
路花	ろか
身代	しんだい
身相	しんそう
軍兵	ぐんびやう
軍子宮	グンコぐう
軍配団扇	ぐんばいうちわ
転変	テンベン
転婆	てんば
転輪聖王	てんりんじょうおう
軫念	しんねん
軽物	かるもの
軽賤	きょうせん
輔相	ほしょう
輪廻転生	りんねてんしょう
轆轤師	ろくろし
轟焦凍	とどろきしょうと
辛巳	しんし
辞気	じき
辰巳和弘	たつみかずひろ
辺境伯	へんきょうはく
辻君	つじぎみ
辻田克巳	つじたかつみ
迂闊者	うかつもの
近代秀歌	きんだいしゅうか
近松門左衛門	ちかまつもんざえもん
近江国	おうみのくに
近藤譲	こんどうじょう
近衛家	このえけ
近衛文麿	このえふみまろ
近親相姦	きんしんそうかん
迷庵	めいあん
追従	ついしょう
追従	ついしよう
追捕使	ついぶし
追討	ついたう
逃足	にげあし
逃避行	とうひこう
逆進性	ぎゃくしんせい
逐電	ちくでん
逗留	とうりう
通奏低音	つうそうていおん
通達	つうだつ
造士館	ぞうしかん
造立	ざうりふ
造船家	ぞうせんか
造酒司	みきのつかさ
逢坂恵夢	おうさかめぐむ
進藤帯刀	しんどうたてわき
逸心	はやりごころ
逸然	いつねん
遁世者	とんせいしゃ
運動靴	うんどうぐつ
過所	かしょ
過渡期	かとき
過越祭	すぎこしのまつり
道化師	どうけし
道化役	どうけやく
道心堅固	どうしんけんご
道祖神	どうそじん
道程	みちのり
道綱母	みちつなのはは
道遠	みちとお
達者	たつしや
遠国	おんごく
遠坂凛	とおさかりん
遠妻	とおづま
遠山和葉	とおやまかずは
遠山茂樹	とおやましげき
遠江国	とおとうみのくに
遠流	をんる
遠藤盛遠	えんどうもりとお
遠離	おんり
遣隋使	けんずいし
遮那	しやな
選帝侯	せんていこう
選民思想	せんみんしそう
遺存体	いそんたい
遺恨	ゐこん
避雷針	ひらいしん
還饗	かえりあるじ
那謨	なも
邪宗門	じゃしゅうもん
邪馬台国	やまたいこく
郎君	らうくん
郎従	らうじゆう
郎等	らうどう
郎等	ろうどう
郡内	ぐんない
郢書燕説	えいしょえんせつ
部瀬名岬	ぶせなみさき
郭松齢	かくしょうれい
郷試	きょうし
都合	つがふ
都大路	みやこおおじ
都府	とふ
都留重人	つるしげと
都良香	みやこのよしか
鄙事	ひじ
鄧小平	とうしょうへい
鄭声	ていせい
鄭玄	じょうげん
鄱陽湖	はようこ
酉陽雑俎	ゆうようざっそ
配偶者	はいぐうしゃ
配所	はいしよ
酒井忠次	さかいただつぐ
酒船	さかぶね
醍醐味	だいごみ
醍醐寺	だいごじ
釈尊	しやくそん
釈日本紀	しゃくにほんぎ
釈迦族	しゃかぞく
釈迦牟尼	しゃかむに
里長	さとをさ
重森孝子	しげもりたかこ
重畳	ちようでふ
重祚	ちょうそ
重科	ぢゆうくわ
野々村仁清	ののむらにんせい
野上	ノガミ
野上弥生子	のがみやえこ
野中柚希	のなかゆき
野中胡桃	のなかくるみ
野分	のわき
野呂元丈	のろげんじょう
野呂栄太郎	のろえいたろう
野尻抱影	のじりほうえい
野尻湖	のじりこ
野田佳彦	のだよしひこ
野蛮人	やばんじん
野見山朱鳥	のみやまあすか
野馬台詩	やばたいし
金与正	キムヨジョン
金丸信	かねまるしん
金光明最勝王経	こんこうみょうさいしょうおうきょう
金光明経	こんこうみょうきょう
金剛力士像	こんごうりきしぞう
金剛峯寺	こんごうぶじ
金剛峰寺	こんごうぶじ
金剛経	こんごうきょう
金剛般若	こんごうはんにゃ
金剛般若波羅蜜経	こんごうはんにゃはらみつきょう
金地院崇伝	こんちいんすうでん
金子兜太	かねことうた
金平物	きんぴらもの
金日成	キムイルソン
金春禅竹	こんぱるぜんちく
金木研	かねきけん
金椀	かなわん
金槐集	きんかいしゅう
金正恩	キムジョンウン
金正日	キムジョンイル
金正男	キムジョンナム
金沢	かねさわ
金泳三	キムヨンサム
金洗	かねあらい
金瓶梅	きんぺいばい
金立群	きんりつぐん
金葉	きんえふ
金葉集	きんようしゅう
金蛙王	きんあおう
金賢姫	キムヒョンヒ
金輪	こんりん
釘崎野薔薇	くぎさきのばら
針谷佳穂	はりやかほ
鈴木善幸	すずきぜんこう
鈴木大拙	すずきだいせつ
鈴木孝夫	すずきたかお
鈴木安蔵	すずきやすぞう
鈴木春信	すずきはるのぶ
鈴木次郎吉	すずきじろきち
鈴木美玲	すずきみれい
鈴木花蓑	すずきはなみの
鈴木鷹夫	すずきたかお
鉄地河原鉄珍	てっちかわはらてっちん
鉄工	てつこう
鉄肌	かなはだ
鉈彫	なたぼり
鉤鼻	かぎばな
銀河系	ぎんがけい
銀鼠	ぎんねずみ
銅鉾	どうほこ
鋩子	ばうし
鋳掛屋	いかけや
鍛冶	かじ
鍛冶	かぢ
鍬形	くはがた
鍾乳洞	しょうにゅうどう
鍾山	しょうざん
鏗爾	こうじ
鐫刻	せんこく
長五百秋	ながいほあき
長人	ちょうじん
長宗我部元親	ちょうそかべもとちか
長宗我部盛親	ちょうそかべもりちか
長嶋茂雄	ながしましげお
長意吉麻呂	ながのおきまろ
長束正家	なつかまさいえ
長椅子	ながいす
長槍	ながやり
長江	ちょうこう
長瀬梨子	ながせりこ
長田	ながた
長秋詠藻	ちょうしゅうえいそう
長講堂	ちょうこうどう
長谷川千里	はせがわちさと
長谷川双魚	はせがわそうぎょ
長谷川等伯	はせがわとうはく
長逸	ながゆき
長門国	ながとのくに
長鳴鳥	ながなきどり
門弟子	もんていし
開封	かいほう
開眼	かいげん
開音節	かいおんせつ
開顕	かいけん
間人	もうと
間宮林蔵	まみやりんぞう
間島	かんとう
間氷期	かんぴょうき
間髪	かんはつ
閔妃	ミンビ
閔子騫	びんしけん
関孝和	せきたかかず
関川夏央	せきかわなつお
関関	かんかん
閻錫山	えんしゃくざん
闇夜	やみよ
闕官	けつくわん
阜城	ふじょう
阪下圭八	さかしたけいはち
防空壕	ぼうくうごう
阿保	アボ
阿保親王	あぼしんのう
阿修羅	あしゆら
阿倍仲麻呂	あべのなかまろ
阿具	あぐ
阿原半兵衛	あばらはんべえ
阿呆	あほ
阿弥陀堂	あみだどう
阿波国	あわのくに
阿波野青畝	あわのせいほ
阿羅漢果	あらかんか
阿耨多羅三藐三菩提	あのくたらさんみゃくさんぼだい
阿耨多羅三藐三菩提	あのくたらさんみやくさんぼだい
阿那含	あなごん
阿部芳郎	あべよしろう
阿骨打	アクダ
阿鼻叫喚	あびきょうかん
陀仏	だぶつ
陀羅尼経	だらにきょう
降伏	ごうぶく
降誕	ごうたん
降誕会	ごうたんえ
降誕祭	こうたんさい
院宣	ゐんぜん
陣夫	じんぷ
除村吉太郎	よけむらよしたろう
陪膳	ばいぜん
陰陽	おんみやう
陰陽師	おんようじ
陰陽道	おんみょうどう
陳和卿	ちんわけい
陳玉成	ちんぎょくせい
陶晴賢	すえはるかた
陶淵明	とうえんめい
陸奥	むつ
陸奥国	みちのくに
陸奥歌	みちのくうた
陸奥話記	むつわき
陸秀夫	りくしゅうふ
陸羯南	くがかつなん
隅田	すだ
隈川	くまがわ
随兵	ずいびやう
随煩悩	ずいぼんのう
隔靴搔痒	かっかそうよう
隙間風	すきまかぜ
障子目蔵	しょうじめぞう
障屛画	しょうへいが
障礙	しょうげ
隠処	こもりど
隠売女	かくしばいじょ
隠岐国	おきのくに
隠岐島	おきのしま
隠所	かくしどころ
隼人	はやひと
隼人舞	はやとまい
雁皮紙	がんぴし
雄剣	ゆうけん
雄幸	おさち
雉子	きじ
雍也	ようや
雎鳩	しょきゅう
雑事	ぞうじ
雑人	ざふにん
雑役	ぞうやく
雑役夫	ざつえきふ
雑物	ぞうもつ
雑色	ざつしき
雑色	ざふしき
雑色	ぞうしき
雑言	ぞうごん
雑賀頼子	そうがよりこ
雛森桃	ひなもりもも
難後拾遺	なんごしゅうい
難所	なんじよ
難波	なには
難波	なにわ
難波宮	なにわのみや
雨声会	うせいかい
雨安居	うあんご
雨花台	うかだい
雪村	せっそん
雪駄	せつた
雲中	うんちゅう
雲井	くもゐ
雲仙普賢岳	うんぜんふげんだけ
雲居	くもゐ
雲霞	くもかすみ
震慄	しんりつ
震旦	しんだん
霊彩	れいさい
霊長類	れいちょうるい
霜黒葛	しもつづら
霧嶋絢都	きりしまあやと
霧嶋董香	きりしまとうか
露路	ろウじ
青丹	あをに
青垣	あをかき
青山	あをやま
青山優雅	あおやまゆうが
青木奈緒	あおきなお
青草	あをくさ
青蓮教	せいれんきょう
青蓮院	しょうれんいん
青表紙	あおびょうし
青表紙本	あおびょうしぼん
青頸	あおくび
非道	ひだう
面従腹背	めんじゅうふくはい
鞍作鳥	くらつくりのとり
鞍部	くらつくりべ
鞍馬	くらま
鞭鐙	むちあぶみ
韋提希夫人	いだいけぶにん
韋昌輝	いしょうき
韓侂冑	かんたくちゅう
韓鍛冶	からかぬち
韜光養晦	とうこうようかい
音声	おんじょう
音沙汰	おとさた
音韻論	おんいんろん
頂相	ちんぞう
須佐之男命	すさのおのみこと
須弥山	しゅみせん
須恵器	すえき
須菩提	すぼだい
須陀	すだ
須陀洹	しゅだおん
須陀洹	すだおん
預所	あずかりどころ
預流	よる
預言者	よげんしゃ
頗梨	はり
頚筋	くびすじ
頭中将	とうのちゅうじょう
頭右	かしらみぎ
頭椎	くぶつつ
頭蓋骨	ずがいこつ
頭高	かしらだか
頼山陽	らいさんよう
頼方	よりかた
頼母子講	たのもしこう
額田	ぬかだ
額田王	ぬかたのおおきみ
顔師古	がんしこ
顔色	がんしょく
顕宗	ヒョンジョン
顕輔	あきすけ
願成就院	がんじょうじゅいん
顚倒	てんどう
類稀	たぐいまれ
類聚歌林	るいじゅうかりん
類苑	るいえん
顧炎武	こえんぶ
風丰	ふうぼう
風体	ふうてい
風刺的	ふうしてき
風土記	ふどき
風姿花伝	ふうしかでん
風烈	ふうれつ
風神雷神図	ふうじんらいじんず
風雅集	ふうがしゅう
風雲	かぜくも
飛行機	ひこうき
飛鳥井家	あすかいけ
飛鳥寺	あすかでら
飛鳥川	あすかがは
食時	じきじ
食物	くひもの
食物連鎖	しょくもつれんさ
飯尾連龍	いのおつらたつ
飯田蛇笏	いいだだこつ
飯盛挺造	いいもりていぞう
飴細工	あめざいく
飴色	あめいろ
餓鬼草紙	がきぞうし
餓鬼道	がきどう
饒舌	じょうぜつ
饗庭篁村	あえばこうそん
首尾	しゆび
香具山	かぐやま
香水瓶	こうすいびん
香西照雄	こうざいてるお
香餌	こうじ
馬場信春	ばばのぶはる
馬場先門	ばばさきもん
馬渕睦夫	まぶちむつお
馬糞	まぐそ
馬頭	めず
馬鹿力	ばかぢから
馮雲山	ふううんざん
馳使	はせづかい
馳使	はせづかひ
馳騁	ちへい
駒下駄	こまげた
駒引	こまひき
駒形由美	こまがたゆみ
駱秉章	らくへいしょう
駿河屋	するがや
駿馬	しゅんめ
騎士道	きしどう
騒動	さうどう
験者	げんざ
験者	げんじや
骨角器	こっかくき
骰子	さい
高千穂峰	たかちほのみね
高唐州	こうとうしゅう
高坂麗奈	こうさかれいな
高城	たかき
高声	かうしやう
高天	たかま
高天原	たかまのはら
高山正之	たかやままさゆき
高峰	こうほう
高島俊男	たかしまとしお
高嶺	たかみね
高市	たけち
高市皇子	たけちのみこ
高市黒人	たけちのくろひと
高師	たかし
高志	こし
高木惣吉	たかぎそうきち
高木晴子	たかぎはるこ
高杉晋作	たかすぎしんさく
高槻泉	たかつきせん
高橋沙里	たかはしさり
高橋虫麻呂	たかはしのむしまろ
高津春繁	こうづはるしげ
高浜虚子	たかはまきょし
高瀬舟	たかせぶね
高祖頭巾	こそずきん
高粱	こうりょう
高貴	かうき
高足駄	たかあしだ
高遠	たかとお
高野	こうや
高野久恵	たかのひさえ
高野切	こうやぎれ
高野山	こうやさん
高野版	こうやばん
高野素十	たかのすじゅう
高野聖	こうやひじり
高野長英	たかのちょうえい
高量	たかかず
高陽院	かやのいん
高雄	たかを
高青邱	こうせいきゅう
高麗	こうらい
鬚面	ひげづら
鬱金木綿	うこんもめん
鬼子母神	きしもじん
鬼怒川	きぬがわ
鬼神	きじん
鬼舞辻無惨	きぶつじむざん
魏志倭人伝	ぎしわじんでん
魏忠賢	ぎちゅうけん
魔睡	ますい
魔術師	まじゅつし
魔風恋風	まかぜこいかぜ
魚人空手	ぎょじんからて
魚介類	ぎょかいるい
魚玄機	ぎょげんき
鮑超	ほうちょう
鮫小紋	さめこもん
鰭脚類	ききゃくるい
鰹縞	かつおじま
鳥居元忠	とりいもとただ
鳥居強右衛門	とりいすねえもん
鳥居忠吉	とりいただよし
鳥獣戯画	ちょうじゅうぎが
鳥羽僧正	とばそうじょう
鳩山一郎	はとやまいちろう
鳩山由紀夫	はとやまゆきお
鳳凰堂	ほうおうどう
鳴滝塾	なるたきじゅく
鳶色	とびいろ
鴉鷺	あろ
鴗鳥	そにどり
鴨下信一	かもしたしんいち
鴨緑江	おうりょっこう
鴨長明	かものちょうめい
鵜殿長照	うどのながてる
鵜飼	うがい
鶏合	とりあはせ
鶴女房	つるにょうぼう
鶴屋南北	つるやなんぼく
鶴岡八幡宮	つるがおかはちまんぐう
鷹司冬教	たかつかさふゆのり
鷹羽	たかのは
鷹見啓悟	たかみけいご
鷺沢萠	さぎさわめぐむ
鹿児島県	かごしまけん
鹿子木孟郎	かのこぎたけしろう
麻生太郎	あそうたろう
麻里	まり
黄不動	きふどう
黄前久美子	おうまえくみこ
黄前明子	おうまえあきこ
黄前麻美子	おうまえまみこ
黄呈忠	こうていちゅう
黄土色	おうどいろ
黄泉	よみ
黄泉国	よみのくに
黄泉戸喫	よもつへぐい
黄浦江	こうほこう
黄表紙	きびょうし
黄道	こうどう
黄金	こがね
黄金色	こがねいろ
黍稷	しょしょく
黎朝	レちょう
黒岩涙香	くろいわるいこう
黒手組	くろてぐみ
黒木玄斎	くろきげんさい
黒本	くろもと
黒江真由	くろえまゆ
黒澤明	くろさわあきら
黒田清輝	くろだせいき
黒田清隆	くろだきよたか
黒田長政	くろだながまさ
黒留袖	くろとめそで
黒目勝	くろめがち
黒磐武臣	くろいわたけおみ
鼓打	つづみうち
鼠坂	ねずみざか
龍池	りゅうち
𣑥衾	たくぶすま
